text
These burns are ‘planned’ but my lungs weren’t invited to the meeting. 😵‍💨
"Ugh, another smoke-filled day. When will this end? 904"
"Ugh, another smoke-filled day. When will this end? 669"
"Ugh, another smoke-filled day. When will this end? 137"
"Ugh, another smoke-filled day. When will this end? 442"
"Ugh, another smoke-filled day. When will this end? 401"
"Ugh, another smoke-filled day. When will this end? 654"
"Ugh, another smoke-filled day. When will this end? 47"
"Ugh, another smoke-filled day. When will this end? 459"
"Ugh, another smoke-filled day. When will this end? 44"
"Ugh, another smoke-filled day. When will this end? 97"
"Ugh, another smoke-filled day. When will this end? 71"
"Ugh, another smoke-filled day. When will this end? 577"
"Ugh, another smoke-filled day. When will this end? 946"
"Ugh, another smoke-filled day. When will this end? 77"
"Ugh, another smoke-filled day. When will this end? 625"
"Ugh, another smoke-filled day. When will this end? 111"
"Ugh, another smoke-filled day. When will this end? 618"
"Ugh, another smoke-filled day. When will this end? 832"
"Ugh, another smoke-filled day. When will this end? 344"
"Ugh, another smoke-filled day. When will this end? 967"
Can’t believe I gotta check fire reports just to know if I can breathe today.
"Ugh, another smoke-filled day. When will this end? 753"
"Ugh, another smoke-filled day. When will this end? 558"
"Ugh, another smoke-filled day. When will this end? 988"
"Ugh, another smoke-filled day. When will this end? 252"
"Ugh, another smoke-filled day. When will this end? 1"
"Ugh, another smoke-filled day. When will this end? 701"
"Ugh, another smoke-filled day. When will this end? 177"
"Ugh, another smoke-filled day. When will this end? 365"
"Ugh, another smoke-filled day. When will this end? 38"
"Ugh, another smoke-filled day. When will this end? 838"
"Ugh, another smoke-filled day. When will this end? 963"
"Ugh, another smoke-filled day. When will this end? 694"
"Ugh, another smoke-filled day. When will this end? 786"
"Ugh, another smoke-filled day. When will this end? 662"
"Ugh, another smoke-filled day. When will this end? 171"
"Ugh, another smoke-filled day. When will this end? 499"
"Ugh, another smoke-filled day. When will this end? 192"
"Ugh, another smoke-filled day. When will this end? 69"
"Ugh, another smoke-filled day. When will this end? 677"
"Ugh, another smoke-filled day. When will this end? 98"
I should start a support group for people who are just DONE with this smoke. 😤
"Ugh, another smoke-filled day. When will this end? 240"
"Ugh, another smoke-filled day. When will this end? 847"
"Ugh, another smoke-filled day. When will this end? 606"
"Ugh, another smoke-filled day. When will this end? 487"
"Ugh, another smoke-filled day. When will this end? 42"
Can’t believe we just accept ‘fire weather’ as a normal thing now.
"Prescribed burns are necessary, yeah, but do they HAVE to be this messy??"
"Ugh, another smoke-filled day. When will this end? 514"
"Ugh, another smoke-filled day. When will this end? 964"
"Ugh, another smoke-filled day. When will this end? 48"
"Ugh, another smoke-filled day. When will this end? 821"
"Ugh, another smoke-filled day. When will this end? 826"
When did 'fire season' just turn into ‘all year round’??
"Ugh, another smoke-filled day. When will this end? 287"
"Ugh, another smoke-filled day. When will this end? 983"
New drinking game: take a shot every time they schedule a burn when it’s windy. 🥃
"Ugh, another smoke-filled day. When will this end? 354"
"Ugh, another smoke-filled day. When will this end? 247"
"Ugh, another smoke-filled day. When will this end? 701"
"Ugh, another smoke-filled day. When will this end? 990"
"Not to be dramatic, but I might actually start crying if I smell more smoke today. 😭"
"Ugh, another smoke-filled day. When will this end? 593"
"Ugh, another smoke-filled day. When will this end? 259"
"Ugh, another smoke-filled day. When will this end? 67"
Guess I’ll just accept that my car is permanently covered in ash now. 🚗🔥
"Ugh, another smoke-filled day. When will this end? 718"
"Ugh, another smoke-filled day. When will this end? 628"
"Ugh, another smoke-filled day. When will this end? 126"
"Ugh, another smoke-filled day. When will this end? 761"
"Ugh, another smoke-filled day. When will this end? 574"
"Ugh, another smoke-filled day. When will this end? 693"
"Ugh, another smoke-filled day. When will this end? 483"
"Ugh, another smoke-filled day. When will this end? 886"
"Ugh, another smoke-filled day. When will this end? 948"
"Ugh, another smoke-filled day. When will this end? 198"
"Ugh, another smoke-filled day. When will this end? 486"
"Ugh, another smoke-filled day. When will this end? 640"
"Ugh, another smoke-filled day. When will this end? 826"
"Ugh, another smoke-filled day. When will this end? 169"
"Ugh, another smoke-filled day. When will this end? 653"
"Ugh, another smoke-filled day. When will this end? 561"
"Ugh, another smoke-filled day. When will this end? 17"
"Ugh, another smoke-filled day. When will this end? 257"
"Ugh, another smoke-filled day. When will this end? 186"
"Ugh, another smoke-filled day. When will this end? 289"
"Ugh, another smoke-filled day. When will this end? 377"
"Ugh, another smoke-filled day. When will this end? 655"
"Ugh, another smoke-filled day. When will this end? 865"
"Ugh, another smoke-filled day. When will this end? 692"
Might just start carrying an oxygen tank at this point. 😂
"Ugh, another smoke-filled day. When will this end? 139"
"Ugh, another smoke-filled day. When will this end? 387"
"Ugh, another smoke-filled day. When will this end? 443"
"Ugh, another smoke-filled day. When will this end? 263"
"Ugh, another smoke-filled day. When will this end? 574"
"Ugh, another smoke-filled day. When will this end? 321"
"Ugh, another smoke-filled day. When will this end? 126"
"Ugh, another smoke-filled day. When will this end? 947"
"Ugh, another smoke-filled day. When will this end? 424"
"Ugh, another smoke-filled day. When will this end? 560"
"Another burn, another week of headaches and scratchy throat. Who actually benefits from this?"
Not sure if I should be more mad at the smoke or the people who planned this. 😡
"Ugh, another smoke-filled day. When will this end? 159"
"Ugh, another smoke-filled day. When will this end? 551"
"Ugh, another smoke-filled day. When will this end? 766"
"Ugh, another smoke-filled day. When will this end? 604"
"Ugh, another smoke-filled day. When will this end? 127"
"Ugh, another smoke-filled day. When will this end? 549"
"Ugh, another smoke-filled day. When will this end? 754"
"Ugh, another smoke-filled day. When will this end? 498"
"Tbh, at this point, I just expect my car to be covered in ash forever. 🚗"
"Ugh, another smoke-filled day. When will this end? 6"
"Ugh, another smoke-filled day. When will this end? 72"
"Ugh, another smoke-filled day. When will this end? 443"
"Ugh, another smoke-filled day. When will this end? 954"
"Ugh, another smoke-filled day. When will this end? 77"
"Ugh, another smoke-filled day. When will this end? 957"
"Ugh, another smoke-filled day. When will this end? 54"
"Ugh, another smoke-filled day. When will this end? 445"
"Ugh, another smoke-filled day. When will this end? 334"
"Ugh, another smoke-filled day. When will this end? 856"
"Bruh, my whole house smells like a campfire AGAIN. Y'all ever heard of a break?"
"Ugh, another smoke-filled day. When will this end? 190"
"Ugh, another smoke-filled day. When will this end? 38"
"Ugh, another smoke-filled day. When will this end? 415"
"Ugh, another smoke-filled day. When will this end? 823"
